Geneid	Chr	Start	End	Strand	Length	...data.ly_2024.ribo.chx.SRR24230465Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230467Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230469Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230471Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230480Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230482Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230464Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230468Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230470Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230481Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230483Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230485Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230462Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230466Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230472Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230474Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230477Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230479Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230463Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230473Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230475Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230476Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230478Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230484Aligned.sortedByCoord.out.bam
234303	ENSG00000152503.10	chr5	115126155	115126187	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
199674	ENSG00000114021.12	chr3	100358172	100358189	+	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
252416	ENSG00000132424.17	chr6	99416369	99416407	-	39	22	23	18	20	33	19	58	94	45	168	37	130	2	5	0	10	3	11	6	1	3	1	4	4
149890	ENSG00000161609.10	chr19	49417836	49417859	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139385	ENSG00000166347.19	chr18	74250876	74250905	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177263	ENSG00000101311.17	chr20	6075204	6075215	-	12	0	0	1	2	0	0	0	0	3	0	0	1	5	5	5	7	2	16	5	4	3	6	3	3
263186	ENSG00000106536.21	chr7	39466869	39466904	+	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7902	ENSG00000085832.18	chr1	51355053	51355088	-	36	0	0	2	0	0	0	0	0	0	1	0	0	1	2	1	5	4	7	1	1	0	0	5	4
190635	ENSG00000100426.8	chr22	49892846	49892872	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
126590	ENSG00000187595.18	chr17	42025689	42025823	-	135	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0
249382	ENSG00000168143.9	chr6	54870204	54870230	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22342	ENSG00000116183.11	chr1	176845325	176845339	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98556	ENSG00000179938.13	chr15	30095835	30095944	+	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225618	ENSG00000145476.16	chr4	186213031	186213066	+	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186228	ENSG00000215012.9	chr22	19850663	19850668	-	6	0	0	0	3	0	1	0	0	3	0	2	1	7	8	3	4	2	13	6	3	7	4	10	12
292971	ENSG00000106701.13	chr9	105546696	105546737	+	42	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	1
231792	ENSG00000164329.15	chr5	79687220	79687231	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
278267	ENSG00000168575.11	chr8	42502584	42502619	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285941	ENSG00000291316.1	chr8	144450284	144450364	-	81	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	3	13	1	0	2	0	6	1
113098	ENSG00000155592.16	chr16	25239816	25257127	-	17312	65	50	23	17	166	126	51	44	49	357	32	183	29	67	32	61	33	82	52	50	48	52	29	59
235399	ENSG00000158987.22	chr5	131424226	131424249	-	24	0	0	1	0	0	0	0	1	0	1	0	1	0	1	4	0	1	8	0	1	0	0	2	1
141190	ENSG00000125648.15	chr19	6436127	6436168	-	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0
31519	ENSG00000015171.21	chr10	253171	253182	+	12	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	3	3	2	0	3	5	2	2	0
129659	ENSG00000068489.13	chr17	59203246	59203508	+	263	0	0	0	0	0	0	0	0	2	2	0	0	3	1	5	4	2	5	5	5	4	6	2	4
265080	ENSG00000106609.16	chr7	66955838	66956072	+	235	1	3	5	0	4	7	3	2	13	13	8	18	39	62	47	59	42	114	43	47	48	57	52	47
102686	ENSG00000128989.11	chr15	52550905	52550925	-	21	0	0	0	0	0	0	0	0	0	2	0	2	4	4	1	3	4	13	3	0	6	0	6	8
15215	ENSG00000177551.5	chr1	115842038	115842070	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309884	ENSG00000214827.11	chrX	155070776	155070820	-	45	57	32	26	22	51	35	42	56	49	184	25	101	5	3	2	4	4	4	4	4	3	1	2	3
79828	ENSG00000150457.9	chr13	20973137	20973145	-	9	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	3	2	4	3	4	3	2	0	3
264809	ENSG00000197008.10	chr7	64832511	64832528	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
269539	ENSG00000091129.22	chr7	108328434	108328553	-	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7284	ENSG00000132763.15	chr1	45512039	45512056	+	18	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	1	0	1	0	1	2	0	0
50313	ENSG00000086205.18	chr11	49145937	49145972	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113222	ENSG00000188322.8	chr16	28323736	28323747	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170443	ENSG00000197121.15	chr2	196836754	196836759	-	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
250969	ENSG00000005700.15	chr6	82170604	82170630	-	27	1	0	0	0	0	0	1	0	1	5	0	5	1	2	4	6	1	5	2	1	6	1	5	1
152976	ENSG00000198131.15	chr19	58230394	58230483	+	90	143	119	67	98	67	56	166	246	367	316	247	254	6	6	7	7	8	21	8	6	8	6	10	6
274683	ENSG00000147316.15	chr8	6647893	6647898	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119442	ENSG00000158805.12	chr16	89739049	89739171	+	123	7	3	2	1	3	4	0	8	3	22	0	14	3	4	2	3	5	4	2	2	0	2	2	4
15971	ENSG00000273213.4	chr1	143894565	143894570	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282146	ENSG00000164951.16	chr8	93924749	93924781	+	33	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	2	1	1	0	2	1	2
260	ENSG00000078369.19	chr1	1879817	1879822	-	6	1	3	1	0	2	0	1	2	9	3	0	4	1	3	2	2	0	3	2	1	0	1	0	0
208129	ENSG00000114416.19	chr3	180981603	180981608	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
17394	ENSG00000143442.24	chr1	151402958	151403002	-	45	0	0	0	0	0	0	0	0	2	0	0	0	5	8	5	8	3	17	8	4	2	5	4	0
74400	ENSG00000074527.13	chr12	95658692	95658718	-	27	0	0	0	0	0	2	0	0	0	1	1	1	1	6	0	2	8	20	2	5	1	2	5	3
226123	ENSG00000215218.4	chr5	6494321	6494422	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287450	ENSG00000171843.17	chr9	20622318	20622388	-	71	44	22	32	33	59	28	40	38	70	177	69	101	4	6	5	9	5	7	3	6	4	4	1	4
250844	ENSG00000198478.9	chr6	79702240	79702260	+	21	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
176383	ENSG00000125818.18	chr20	1181191	1181259	+	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237438	ENSG00000113552.16	chr5	141991865	142012035	-	20171	1201	752	425	574	1866	1603	554	869	926	1747	680	1189	255	397	227	324	282	764	271	289	311	312	401	420
166327	ENSG00000241399.7	chr2	159771097	159771126	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
269332	ENSG00000005249.14	chr7	107161427	107161483	+	57	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	2	0	1
98293	ENSG00000182256.13	chr15	27537148	27537156	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168563	ENSG00000155636.16	chr2	178137866	178138091	+	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
188623	ENSG00000100385.15	chr22	37147160	37147240	-	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
131077	ENSG00000154265.16	chr17	69244338	69244355	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120248	ENSG00000221882.5	chr17	3277318	3277434	-	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158206	ENSG00000237651.8	chr2	61164557	61164562	+	6	0	0	0	0	0	0	0	0	0	3	0	1	0	3	1	0	0	5	0	2	2	0	4	0
300115	ENSG00000185753.13	chrX	40628515	40628606	-	92	0	0	0	1	1	1	0	0	1	1	5	0	2	3	3	8	2	17	2	8	4	3	8	5
261332	ENSG00000004846.17	chr7	20776116	20776154	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149087	ENSG00000177045.11	chr19	45769129	45769149	-	21	24	15	17	10	27	11	48	68	71	136	76	72	0	4	0	0	2	2	0	1	0	0	1	1
64964	ENSG00000111790.14	chr12	26953553	26953631	+	79	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	1
22158	ENSG00000116161.18	chr1	175010208	175010243	+	36	0	0	0	0	3	0	0	0	0	2	0	2	15	12	16	8	9	36	11	9	11	4	19	25
147510	ENSG00000105197.11	chr19	39480545	39489820	+	9276	1949	1339	1459	1530	2872	2308	831	1102	2748	3689	1721	1738	194	303	172	262	269	624	220	191	267	263	380	417
273534	ENSG00000197362.15	chr7	149070164	149070283	-	120	0	0	1	0	0	0	1	0	0	2	0	1	0	3	0	2	2	2	2	1	3	1	2	3
176396	ENSG00000125895.6	chr20	1184338	1184430	-	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11004	ENSG00000117151.13	chr1	84554622	84554685	-	64	0	0	0	0	1	0	0	0	0	2	1	3	1	3	4	3	3	2	2	2	3	0	1	2
123794	ENSG00000160551.12	chr17	29549128	29549136	+	9	0	0	0	0	0	0	0	1	1	0	0	6	1	6	5	2	6	7	3	0	3	4	4	7
183817	ENSG00000205758.12	chr21	33642287	33642292	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176276	ENSG00000271303.2	chr20	648385	648390	-	6	0	1	1	0	0	0	0	0	0	0	0	5	6	12	5	4	4	16	10	9	7	7	6	5
63639	ENSG00000273079.7	chr12	13551640	13551679	-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165039	ENSG00000115919.15	chr2	143050639	143050650	+	12	0	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0
237682	ENSG00000183775.11	chr5	144478100	144478156	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74467	ENSG00000111145.8	chr12	96268824	96268847	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1
261028	ENSG00000071189.21	chr7	17792016	17792021	-	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	4	0
158425	ENSG00000119862.13	chr2	64460833	64460838	+	6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	3	2	3	1
214861	ENSG00000109220.12	chr4	54006142	54006190	-	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
86123	ENSG00000153487.14	chr13	110722263	110722362	+	100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	1	0	2	2	2	0
75088	ENSG00000111696.12	chr12	103774252	103774335	-	84	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0
289887	ENSG00000188647.13	chr9	69710096	69710107	-	12	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0	2	0	0	1	0	0	4
120116	ENSG00000007168.15	chr17	2685054	2685071	+	18	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	4	2	6	3	4	4	3	0	4
118437	ENSG00000184860.10	chr16	81998071	81998204	-	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262687	ENSG00000106355.10	chr7	32490483	32490682	-	200	0	0	1	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
128946	ENSG00000108960.9	chr17	55392928	55392971	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
130021	ENSG00000136492.10	chr17	61680877	61680908	-	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62141	ENSG00000126749.17	chr12	6977434	6977454	+	21	20	13	6	7	27	22	8	8	4	43	0	27	4	7	1	3	5	12	10	3	6	3	6	8
48129	ENSG00000198168.9	chr11	22822319	22822361	-	43	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	1	0	0	0	2	3
26802	ENSG00000143469.21	chr1	210167666	210167683	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181312	ENSG00000182463.17	chr20	53487997	53488044	+	48	0	0	0	0	0	0	0	0	0	1	0	0	2	4	1	3	0	4	3	0	1	0	1	2
294812	ENSG00000175764.17	chr9	121819709	121819780	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236269	ENSG00000113658.18	chr5	136179284	136179295	+	12	0	0	0	0	0	1	0	1	0	3	0	9	2	2	0	1	2	4	3	1	5	1	3	5
43979	ENSG00000214285.3	chr10	127553041	127553049	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290745	ENSG00000148019.14	chr9	78276292	78276297	+	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
191621	ENSG00000157103.13	chr3	10992891	11017130	+	24240	1	0	3	2	2	1	1	8	4	4	3	4	1	1	0	0	0	6	0	1	1	0	0	1
175406	ENSG00000157985.20	chr2	236126089	236126300	+	212	0	0	1	0	1	3	0	0	3	0	1	2	4	11	5	7	7	12	4	5	3	7	8	2
4547	ENSG00000188060.8	chr1	28594391	28594414	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77947	ENSG00000089041.17	chr12	121185206	121185238	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103726	ENSG00000069667.16	chr15	60494985	60495005	-	21	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
85562	ENSG00000125247.16	chr13	100674987	100674995	-	9	5	0	1	1	1	2	5	7	15	17	6	9	0	0	0	0	0	0	0	0	0	0	0	0
169120	ENSG00000077232.19	chr2	182780025	182780062	+	38	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0
275383	ENSG00000104723.21	chr8	15764724	15764784	+	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111116	ENSG00000166676.17	chr16	10768928	10769014	-	87	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
83524	ENSG00000136100.14	chr13	52415650	52415682	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	2	11	2	4	2	2	1	2
292462	ENSG00000106799.15	chr9	99151155	99151267	+	113	0	0	0	0	1	0	1	0	4	4	1	3	3	10	3	5	1	16	5	4	7	7	4	11
40811	ENSG00000107821.15	chr10	101065771	101065818	+	48	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	3	0
121390	ENSG00000161958.11	chr17	7443367	7443436	+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133493	ENSG00000231824.4	chr18	5145193	5145262	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189615	ENSG00000100403.12	chr22	41320661	41357429	+	36769	437	284	130	130	1353	1094	197	232	305	1970	212	801	578	921	563	825	358	799	577	635	618	723	396	537
45585	ENSG00000181001.3	chr11	5786844	5786861	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110266	ENSG00000168158.4	chr16	3355941	3356879	+	939	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
134250	ENSG00000177150.13	chr18	13687746	13687751	-	6	4	3	1	0	0	1	2	2	1	9	2	3	0	0	0	1	0	0	0	0	0	1	0	1
169649	ENSG00000144366.17	chr2	188294083	188294199	+	117	1	0	0	1	4	1	1	1	2	3	1	0	0	1	0	0	0	0	0	1	0	0	0	1
128755	ENSG00000154975.14	chr17	51630337	51630401	-	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73560	ENSG00000049130.16	chr12	88496603	88496634	-	32	0	0	0	0	0	0	1	2	2	7	0	4	9	28	4	15	3	39	15	11	15	11	15	18
130989	ENSG00000141337.13	chr17	68422242	68422265	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154000	ENSG00000169016.17	chr2	11445788	11445955	-	168	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	2	3	2	0	1	3	1
53232	ENSG00000006534.17	chr11	68028874	68029190	+	317	1	0	8	0	11	10	6	2	9	56	7	32	25	51	31	46	51	111	48	43	42	59	59	57
89178	ENSG00000213741.11	chr14	49571825	49571889	-	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
39214	ENSG00000138160.7	chr10	92654468	92654583	+	116	0	0	3	1	1	2	0	0	7	2	5	8	12	26	8	21	9	31	23	19	19	31	17	9
23331	ENSG00000135821.20	chr1	182379917	182379991	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230465	ENSG00000131844.17	chr5	71586745	71586816	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58214	ENSG00000149295.14	chr11	113409711	113410154	-	444	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
126160	ENSG00000126353.4	chr17	40554484	40554558	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
117501	ENSG00000224470.9	chr16	71854145	71854279	+	135	1	0	1	0	1	0	0	0	2	0	0	1	5	8	7	5	3	19	6	6	7	15	4	9
228121	ENSG00000145592.14	chr5	40832115	40832126	-	12	0	1	0	0	0	0	0	0	0	0	1	0	4	2	1	3	0	0	6	2	5	4	3	1
196663	ENSG00000163930.10	chr3	52401012	52401045	-	34	0	0	6	2	0	1	1	0	0	2	0	2	2	7	3	6	5	10	4	4	7	4	5	4
143215	ENSG00000160961.12	chr19	14733132	14733170	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
177190	ENSG00000125772.15	chr20	5544425	5544454	-	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
145906	ENSG00000245848.3	chr19	33301010	33301043	-	34	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	1	0	0	1	1	0
206267	ENSG00000174891.14	chr3	158544414	158544419	+	6	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	4	2	3	0	2	0	1	2	3
66446	ENSG00000139218.18	chr12	45919152	45919242	-	91	1	0	0	0	0	0	0	1	3	11	9	2	5	18	7	15	14	24	11	14	17	14	12	14
104550	ENSG00000174446.13	chr15	66493835	66493849	-	15	0	1	1	0	0	0	0	1	3	1	0	1	0	5	0	3	1	3	0	1	1	1	1	1
62120	ENSG00000111678.11	chr12	6945987	6945998	+	12	0	1	0	2	0	0	2	1	2	4	0	5	5	13	5	11	11	24	7	6	8	6	10	13
269975	ENSG00000105967.16	chr7	115939645	115939683	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150265	ENSG00000167755.15	chr19	50968138	50968188	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226285	ENSG00000112902.12	chr5	9035384	9035467	-	84	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
261330	ENSG00000004846.17	chr7	20756961	20757008	+	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
122257	ENSG00000006695.12	chr17	14230788	14230856	+	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208542	ENSG00000175182.15	chr3	184337382	184337483	+	102	0	0	0	0	1	0	1	1	0	6	0	1	1	0	0	2	0	0	0	0	0	0	1	0
47782	ENSG00000247595.5	chr11	18609777	18609851	+	75	0	0	0	1	1	2	5	2	2	12	1	6	3	5	2	3	6	20	4	5	8	9	6	8
74666	ENSG00000166153.17	chr12	100240701	100241092	-	392	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
76594	ENSG00000111252.11	chr12	111449390	111449416	+	27	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
48498	ENSG00000152219.6	chr11	30330489	30330633	+	145	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0
264106	ENSG00000218305.5	chr7	48926243	48926274	+	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177566	ENSG00000125863.20	chr20	10404191	10404229	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116156	ENSG00000166548.17	chr16	66508688	66508699	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39962	ENSG00000077147.16	chr10	96520347	96520364	-	18	0	0	0	0	0	1	0	0	0	0	0	4	1	6	3	5	2	20	1	5	3	4	1	4
68716	ENSG00000187857.5	chr12	55367404	55367498	+	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229501	ENSG00000049167.16	chr5	60872395	60872547	-	153	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	10	0	0	1	1	2	1
35850	ENSG00000183346.9	chr10	61662973	61766013	+	103041	103	103	42	53	90	47	87	127	101	68	85	88	36	86	21	40	26	70	48	29	54	47	23	27
185978	ENSG00000099968.18	chr22	17638238	17638357	+	120	4	1	2	3	3	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
265530	ENSG00000106665.16	chr7	74404279	74404702	+	424	0	0	0	1	1	0	0	0	0	2	0	2	0	2	2	0	4	5	2	3	3	5	6	5
54158	ENSG00000165434.8	chr11	74333498	74333548	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0
295245	ENSG00000165209.19	chr9	123236922	123236951	-	30	10	4	10	5	14	8	14	28	19	67	15	33	0	0	0	0	0	0	0	2	0	0	1	1
211174	ENSG00000072840.13	chr4	5813984	5814019	+	36	0	0	1	0	0	0	0	0	0	0	2	1	0	2	0	1	0	2	0	1	0	1	0	1
219988	ENSG00000123739.11	chr4	109713281	109713384	-	104	0	0	0	1	0	0	0	1	0	5	0	3	4	3	2	3	3	9	3	4	2	2	11	3
26260	ENSG00000143479.18	chr1	206653218	206653412	+	195	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	6	0	0	1	0	0	1
288952	ENSG00000107185.10	chr9	35757690	35757734	+	45	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	1	3	6	1	2	3	3	2	2
101740	ENSG00000156958.15	chr15	49330977	49331084	+	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
159710	ENSG00000065911.13	chr2	74215160	74215205	+	46	0	1	0	0	1	6	0	1	3	12	3	18	10	20	17	25	18	75	27	15	23	16	25	30
67939	ENSG00000170421.13	chr12	52946635	52946766	-	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
152069	ENSG00000171487.16	chr19	55999726	56061528	+	61803	1	0	6	2	4	2	1	2	3	5	11	4	3	7	4	2	1	3	4	6	0	4	1	6
202466	ENSG00000206527.10	chr3	123491705	123491725	-	21	0	0	2	0	2	1	1	0	5	10	0	5	5	16	6	11	4	21	9	5	5	7	3	7
76966	ENSG00000111331.14	chr12	112975800	112975865	+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133494	ENSG00000231824.4	chr18	5145327	5145338	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90066	ENSG00000100528.12	chr14	54427814	54441327	-	13514	2887	2103	2855	2759	3037	2448	1103	1494	3437	3650	2350	2206	200	373	191	297	206	571	276	271	250	292	268	254
